number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,priority_label,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,Priority_Label
INC0004249,New,True,0,0,0,True,Caller 4288,Opened by  108,8/3/2016 12:18,?,?,Updated by 908,8/3/2016 12:18,Phone,Location 51,Category 23,Subcategory 3,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_184,18-03-2016 14:52,24-03-2016 18:59,Moderate
INC0004251,New,True,0,0,0,True,Caller 2719,Opened by  17,8/3/2016 12:20,?,?,Updated by 908,8/3/2016 12:20,Phone,Location 55,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_184,18-03-2016 14:56,24-03-2016 18:59,Moderate
INC0004257,New,True,0,0,0,True,Caller 1026,Opened by  17,8/3/2016 12:27,Created by 10,8/3/2016 12:56,Updated by 44,8/3/2016 12:56,Phone,Location 204,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 227,True,False,Do Not Notify,?,?,?,?,code 6,User_206,28-03-2016 11:55,2/4/2016 11:59,Moderate
INC0004258,New,True,0,0,0,True,Caller 3864,Opened by  24,8/3/2016 12:29,Created by 13,8/3/2016 12:33,Updated by 60,8/3/2016 12:33,Phone,Location 93,Category 45,Subcategory 200,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,User_166,8/3/2016 16:19,24-03-2016 18:41,Moderate
INC0004259,Active,True,0,0,0,True,Caller 5317,Opened by  9,8/3/2016 12:31,?,?,Updated by 908,8/3/2016 12:31,Phone,Location 161,Category 55,Subcategory 170,Symptom 273,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 65,Resolver 7,True,False,Do Not Notify,?,?,?,?,code 6,User_6,17-03-2016 13:44,24-03-2016 18:59,Moderate
INC0004261,New,True,0,0,0,True,Caller 3868,Opened by  131,8/3/2016 12:36,Created by 62,8/3/2016 12:39,Updated by 265,8/3/2016 12:39,Phone,Location 79,Category 34,Subcategory 151,Symptom 102,?,3 - Low,3 - Low,4 - Low,P4,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,User_113,8/3/2016 15:54,24-03-2016 18:41,Low
INC0004262,New,True,0,0,0,True,Caller 235,Opened by  17,8/3/2016 12:37,Created by 10,8/3/2016 12:54,Updated by 44,8/3/2016 12:54,Phone,Location 204,Category 37,Subcategory 123,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,?,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,User_113,14-03-2016 09:57,24-03-2016 18:50,Moderate
INC0004263,New,True,0,0,0,True,Caller 1414,Opened by  301,8/3/2016 12:38,Created by 129,8/3/2016 13:01,Updated by 573,8/3/2016 13:01,Phone,Location 55,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,?,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 6,User_11,18-03-2016 10:51,24-03-2016 18:59,Moderate
INC0004266,New,True,0,0,0,True,Caller 3013,Opened by  24,8/3/2016 12:40,Created by 13,8/3/2016 12:42,Updated by 60,8/3/2016 12:42,Phone,Location 161,Category 53,Subcategory 13,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 24,Resolver 253,True,False,Do Not Notify,?,?,?,?,code 6,User_231,8/3/2016 16:41,24-03-2016 18:41,Moderate
INC0004270,New,True,0,0,0,True,Caller 2976,Opened by  108,8/3/2016 12:46,Created by 52,8/3/2016 12:55,Updated by 214,8/3/2016 12:55,Phone,Location 161,Category 45,Subcategory 200,Symptom 17,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_170,9/3/2016 1:24,24-03-2016 18:41,Moderate
INC0004271,New,True,0,0,0,True,Caller 1257,?,8/3/2016 12:47,Created by 89,8/3/2016 12:52,Updated by 370,8/3/2016 12:52,Phone,Location 143,Category 40,Subcategory 69,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 11,User_215,8/3/2016 16:29,24-03-2016 18:41,Moderate
INC0004273,New,True,0,0,0,True,Caller 3160,Opened by  17,8/3/2016 12:54,Created by 10,8/3/2016 13:33,Updated by 44,8/3/2016 13:33,Phone,Location 204,Category 20,Subcategory 103,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 30,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 6,User_183,9/3/2016 8:09,24-03-2016 18:41,Moderate
INC0004280,New,True,0,0,0,True,Caller 2637,Opened by  108,8/3/2016 13:24,Created by 52,8/3/2016 13:27,Updated by 214,8/3/2016 13:27,Phone,Location 108,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 6,User_153,9/3/2016 10:21,24-03-2016 18:41,Moderate
INC0004281,Active,True,0,0,0,True,Caller 4968,Opened by  386,8/3/2016 13:24,?,?,Updated by 908,8/3/2016 13:24,Phone,Location 161,Category 42,Subcategory 224,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,User_114,8/3/2016 17:19,24-03-2016 18:41,Moderate
INC0004282,New,True,0,0,0,True,Caller 1575,Opened by  40,8/3/2016 13:25,Created by 20,8/3/2016 13:26,Updated by 88,8/3/2016 13:26,Phone,Location 161,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 24,Resolver 24,True,False,Do Not Notify,?,?,?,?,code 9,User_22,8/3/2016 13:38,24-03-2016 18:41,Moderate
INC0004284,Active,True,0,0,0,True,Caller 807,Opened by  59,8/3/2016 13:26,Created by 34,8/3/2016 13:30,Updated by 135,8/3/2016 13:30,Phone,Location 93,Category 40,Subcategory 43,Symptom 382,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_62,14-03-2016 10:18,24-03-2016 18:50,Moderate
INC0004286,New,True,0,0,0,True,Caller 3574,Opened by  40,8/3/2016 13:26,?,?,Updated by 908,8/3/2016 13:26,Phone,Location 111,Category 42,Subcategory 106,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 9,User_127,19-04-2016 11:07,24-04-2016 11:10,Moderate
INC0004287,New,True,0,0,0,True,Caller 4391,Opened by  55,8/3/2016 13:26,Created by 30,8/3/2016 13:29,Updated by 129,8/3/2016 13:29,Phone,Location 111,Category 26,Subcategory 175,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,?,code 6,User_53,9/3/2016 16:00,23-05-2016 11:07,Moderate
INC0004289,New,True,0,0,0,True,Caller 2316,Opened by  501,8/3/2016 13:27,?,?,Updated by 908,8/3/2016 13:27,Phone,Location 93,Category 62,Subcategory 192,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 54,?,True,False,Do Not Notify,?,?,?,?,code 7,User_50,11/3/2016 16:03,24-03-2016 18:50,Moderate
INC0004292,Active,True,0,0,0,True,Caller 2453,Opened by  536,8/3/2016 13:30,Created by 233,8/3/2016 13:34,Updated by 994,8/3/2016 13:34,Phone,Location 241,Category 53,Subcategory 303,Symptom 311,cmdb_ci 35,2 - Medium,2 - Medium,3 - Moderate,P3,Group 24,Resolver 253,True,False,Do Not Notify,?,?,?,?,code 6,User_231,8/3/2016 14:05,24-03-2016 18:41,Moderate
INC0004293,Active,True,0,0,0,True,Caller 5245,Opened by  59,8/3/2016 13:30,Created by 34,8/3/2016 13:38,Updated by 135,8/3/2016 13:38,Phone,Location 161,Category 40,Subcategory 43,Symptom 382,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_227,9/3/2016 15:57,24-03-2016 18:41,Moderate
INC0004295,New,True,0,0,0,True,Caller 3747,Opened by  55,8/3/2016 13:31,Created by 30,8/3/2016 13:52,Updated by 129,8/3/2016 13:52,Phone,Location 204,Category 53,Subcategory 50,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,P3,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,User_15,21-03-2016 15:22,26-03-2016 15:59,Moderate
INC0004296,New,True,0,0,0,True,Caller 2428,Opened by  301,8/3/2016 13:31,Created by 129,8/3/2016 13:36,Updated by 573,8/3/2016 13:36,Phone,Location 93,Category 20,Subcategory 125,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,?,Resolver 69,True,False,Do Not Notify,?,?,?,?,code 6,User_62,10/3/2016 10:27,24-03-2016 18:50,Moderate
INC0004297,New,True,0,0,0,True,Caller 374,Opened by  17,8/3/2016 13:32,Created by 10,8/3/2016 13:42,Updated by 44,8/3/2016 13:42,Phone,Location 113,Category 45,Subcategory 200,Symptom 17,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_170,9/3/2016 0:50,24-03-2016 18:41,Moderate
INC0004298,Resolved,True,0,0,0,True,Caller 4335,Opened by  386,8/3/2016 13:33,?,?,Updated by 908,8/3/2016 13:33,Phone,Location 15,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 127,True,False,Do Not Notify,?,?,?,?,code 7,User_169,?,24-03-2016 18:41,Moderate
INC0004299,Resolved,True,0,0,0,True,Caller 5306,Opened by  108,8/3/2016 13:34,?,?,Updated by 908,8/3/2016 13:34,Phone,Location 143,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 56,True,False,Do Not Notify,?,?,?,?,code 6,User_52,?,24-03-2016 18:41,Moderate
INC0004300,Resolved,True,0,0,0,True,Caller 1338,Opened by  301,8/3/2016 13:38,?,?,Updated by 908,8/3/2016 13:38,Phone,Location 51,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 9,User_133,?,24-03-2016 18:41,Moderate
INC0004304,New,True,0,0,0,True,Caller 5306,Opened by  108,8/3/2016 13:43,?,?,Updated by 908,8/3/2016 13:43,Phone,Location 143,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 5,User_5,9/3/2016 1:11,24-03-2016 18:41,Moderate
INC0004305,Active,True,0,0,0,True,Caller 1326,Opened by  59,8/3/2016 13:43,Created by 34,8/3/2016 13:48,Updated by 135,8/3/2016 13:48,Phone,Location 51,Category 40,Subcategory 43,Symptom 181,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_159,15-04-2016 09:44,20-04-2016 10:07,Moderate
INC0004306,Active,True,0,0,0,True,Caller 3368,Opened by  59,8/3/2016 13:45,Created by 34,8/3/2016 14:06,Updated by 135,8/3/2016 14:06,Phone,Location 93,Category 40,Subcategory 43,Symptom 13,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_159,8/3/2016 14:36,24-03-2016 18:41,Moderate
INC0004307,New,True,0,0,0,True,Caller 3903,Opened by  108,8/3/2016 13:47,?,?,Updated by 908,8/3/2016 13:47,Phone,Location 51,Category 44,Subcategory 54,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_52,8/3/2016 13:58,24-03-2016 18:41,Moderate
INC0004309,New,True,0,0,0,True,Caller 3864,Opened by  386,8/3/2016 13:47,Created by 167,8/3/2016 14:08,Updated by 723,8/3/2016 14:08,Phone,Location 93,Category 42,Subcategory 31,Symptom 17,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 55,?,True,False,Do Not Notify,?,?,?,?,code 6,User_170,9/3/2016 0:47,24-03-2016 18:41,Moderate
INC0004317,New,True,0,0,0,True,Caller 2366,Opened by  40,8/3/2016 13:53,Created by 20,8/3/2016 13:57,Updated by 88,8/3/2016 13:57,Phone,Location 111,Category 53,Subcategory 271,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,User_53,15-03-2016 11:58,24-03-2016 18:59,Moderate
INC0004319,New,True,0,0,0,True,Caller 1776,Opened by  168,8/3/2016 13:56,?,?,Updated by 908,8/3/2016 13:56,Phone,Location 161,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,User_134,8/3/2016 23:15,24-03-2016 18:41,Moderate
INC0004320,Active,True,0,0,0,True,Caller 461,Opened by  59,8/3/2016 13:57,?,?,Updated by 908,8/3/2016 13:57,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 9,User_127,19-04-2016 10:56,24-04-2016 11:07,Moderate
INC0004322,New,True,0,0,0,True,Caller 4473,Opened by  55,8/3/2016 13:58,Created by 30,8/3/2016 14:20,Updated by 129,8/3/2016 14:20,Phone,Location 108,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,User_195,8/3/2016 15:32,24-03-2016 18:41,Moderate
INC0004324,New,True,0,0,0,True,Caller 3141,?,8/3/2016 13:59,Created by 89,8/3/2016 14:05,Updated by 370,8/3/2016 14:05,Phone,Location 204,Category 53,Subcategory 130,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 76,?,True,False,Do Not Notify,?,?,?,?,code 7,User_69,9/3/2016 10:14,24-03-2016 18:41,Moderate
INC0004327,New,True,0,0,0,True,Caller 1775,Opened by  444,8/3/2016 14:00,Created by 193,8/3/2016 14:02,Updated by 811,8/3/2016 14:02,Phone,Location 143,Category 8,Subcategory 156,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 53,Resolver 212,True,False,Do Not Notify,?,?,?,?,code 9,User_193,8/3/2016 15:36,24-03-2016 18:41,Moderate
INC0004329,Awaiting User Info,True,0,0,0,True,Caller 4913,Opened by  17,8/3/2016 14:02,?,?,Updated by 908,8/3/2016 14:02,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,User_66,18-03-2016 09:51,24-03-2016 18:59,Moderate
INC0004330,New,True,0,0,0,True,Caller 4514,Opened by  444,8/3/2016 14:05,Created by 193,8/3/2016 14:11,Updated by 811,8/3/2016 14:11,Phone,Location 143,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 1,User_190,9/3/2016 13:52,24-03-2016 18:41,Moderate
INC0004332,Active,True,0,0,0,True,Caller 1563,Opened by  59,8/3/2016 14:08,Created by 34,8/3/2016 14:17,Updated by 135,8/3/2016 14:17,Phone,Location 143,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 9,User_215,14-03-2016 10:39,24-03-2016 18:50,Moderate
INC0004333,Active,True,0,0,0,True,Caller 4552,Opened by  59,8/3/2016 14:10,Created by 34,8/3/2016 14:19,Updated by 135,8/3/2016 14:19,Phone,Location 51,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_15,21-03-2016 17:39,26-03-2016 17:59,Moderate
INC0004334,Resolved,True,0,0,0,True,Caller 5199,Opened by  386,8/3/2016 14:13,?,?,Updated by 908,8/3/2016 14:13,Phone,Location 196,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 127,True,False,Do Not Notify,?,?,?,?,code 7,User_169,?,24-03-2016 18:41,Moderate
INC0004335,Active,True,0,0,0,True,Caller 1840,Opened by  59,8/3/2016 14:14,Created by 34,8/3/2016 14:18,Updated by 135,8/3/2016 14:18,Phone,Location 143,Category 40,Subcategory 43,Symptom 494,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 7,User_71,16-03-2016 14:20,24-03-2016 18:59,Moderate
INC0004336,New,True,0,0,0,True,Caller 3921,?,8/3/2016 14:15,Created by 89,8/3/2016 14:19,Updated by 370,8/3/2016 14:19,Phone,Location 143,Category 9,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,?,True,False,Do Not Notify,?,?,?,?,code 6,User_215,8/3/2016 15:16,24-03-2016 18:41,Moderate
INC0004337,New,True,0,0,0,True,Caller 4893,Opened by  108,8/3/2016 14:16,?,?,Updated by 908,8/3/2016 14:16,Phone,Location 204,Category 43,Subcategory 107,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_52,8/3/2016 14:53,24-03-2016 18:41,Moderate
INC0004339,New,True,0,0,0,True,Caller 1840,Opened by  59,8/3/2016 14:18,Created by 34,8/3/2016 14:20,Updated by 135,8/3/2016 14:20,Phone,Location 143,Category 40,Subcategory 43,Symptom 494,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 78,True,False,Do Not Notify,?,?,?,?,code 6,User_71,23-03-2016 14:29,28-03-2016 14:59,Moderate
INC0004341,New,True,0,0,0,True,Caller 5368,Opened by  402,8/3/2016 14:20,Created by 172,8/3/2016 14:36,Updated by 750,8/3/2016 14:36,Phone,Location 143,Category 26,Subcategory 164,Symptom 429,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,Resolver 152,True,False,Do Not Notify,?,?,?,?,code 7,User_136,15-03-2016 08:52,24-03-2016 18:59,Moderate
INC0004342,New,True,0,0,0,True,Caller 4473,Opened by  55,8/3/2016 14:20,?,?,Updated by 908,8/3/2016 14:20,Phone,Location 108,Category 53,Subcategory 80,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,P3,?,?,True,False,Do Not Notify,?,?,?,?,code 9,User_133,18-03-2016 11:42,24-03-2016 18:59,Moderate
INC0004343,Active,True,0,0,0,True,Caller 1434,Opened by  59,8/3/2016 14:21,?,?,Updated by 908,8/3/2016 14:21,Phone,Location 143,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 7,User_21,16-03-2016 12:57,24-03-2016 18:59,Moderate
INC0004345,Active,True,0,0,0,True,Caller 1480,Opened by  59,8/3/2016 14:25,Created by 34,8/3/2016 14:37,Updated by 135,8/3/2016 14:37,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_177,30-03-2016 16:37,4/4/2016 16:59,Moderate
INC0004346,New,True,0,0,0,True,Caller 1865,Opened by  172,8/3/2016 14:25,?,?,Updated by 908,8/3/2016 14:25,Email,?,Category 41,?,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,?,?,True,False,Send Email,?,?,?,?,code 15,User_181,22-03-2016 11:37,27-03-2016 11:59,Moderate
INC0004347,New,True,0,0,0,True,Caller 1865,Opened by  172,8/3/2016 14:25,?,?,Updated by 908,8/3/2016 14:25,Email,?,Category 41,?,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,?,?,True,False,Send Email,?,?,?,?,code 15,User_181,22-03-2016 11:38,27-03-2016 11:59,Moderate
INC0004348,Active,True,0,0,0,True,Caller 2426,Opened by  17,8/3/2016 14:26,?,?,Updated by 908,8/3/2016 14:26,Phone,Location 161,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 5,User_103,19-03-2016 06:49,24-03-2016 18:59,Moderate
INC0004349,Active,True,0,0,0,True,Caller 2751,Opened by  59,8/3/2016 14:30,Created by 34,8/3/2016 14:33,Updated by 135,8/3/2016 14:33,Phone,Location 143,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 9,User_215,16-03-2016 14:43,24-03-2016 18:59,Moderate
INC0004350,New,True,0,0,0,True,Caller 5368,Opened by  402,8/3/2016 14:31,Created by 172,8/3/2016 14:36,Updated by 750,8/3/2016 14:36,Phone,Location 143,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,User_15,21-03-2016 17:41,26-03-2016 17:59,Moderate
INC0004351,New,True,0,0,0,True,Caller 5368,Opened by  402,8/3/2016 14:31,?,?,Updated by 908,8/3/2016 14:31,Phone,Location 143,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,?,True,False,Do Not Notify,?,?,?,?,code 1,User_133,21-03-2016 15:19,26-03-2016 15:59,Moderate
INC0004352,New,True,0,0,0,True,Caller 4919,Opened by  17,8/3/2016 14:31,?,?,Updated by 908,8/3/2016 14:31,Phone,Location 143,Category 61,Subcategory 164,Symptom 474,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 73,?,True,False,Do Not Notify,?,?,?,?,code 9,User_130,22-03-2016 13:44,27-03-2016 13:59,Moderate
INC0004353,New,True,0,0,0,True,Caller 4046,Opened by  301,8/3/2016 14:32,?,?,Updated by 908,8/3/2016 14:32,Phone,Location 93,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,?,?,True,False,Do Not Notify,?,?,?,?,code 1,User_133,21-03-2016 15:21,26-03-2016 15:59,Moderate
INC0004354,Resolved,True,0,0,0,True,Caller 999,Opened by  55,8/3/2016 14:34,?,?,Updated by 908,8/3/2016 14:34,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 28,True,False,Do Not Notify,?,?,?,?,code 6,User_27,?,24-03-2016 18:41,Moderate
INC0004355,Active,True,0,0,0,True,Caller 1511,Opened by  59,8/3/2016 14:36,Created by 34,8/3/2016 14:43,Updated by 135,8/3/2016 14:43,Phone,Location 93,Category 40,Subcategory 43,Symptom 170,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_159,18-04-2016 11:32,23-04-2016 12:07,Moderate
INC0004356,Active,True,0,0,0,True,Caller 1480,Opened by  59,8/3/2016 14:37,?,?,Updated by 908,8/3/2016 14:37,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 1,User_133,21-03-2016 15:22,26-03-2016 15:59,Moderate
INC0004359,New,True,0,0,0,True,Caller 486,Opened by  59,8/3/2016 14:39,Created by 34,8/3/2016 14:42,Updated by 135,8/3/2016 14:42,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 6,User_11,18-03-2016 10:54,24-03-2016 18:59,Moderate
INC0004361,Active,True,0,0,0,True,Caller 93,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 14:58,Updated by 135,8/3/2016 14:58,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 1,User_143,9/3/2016 14:33,24-03-2016 18:41,Moderate
INC0004362,New,True,0,0,0,True,Caller 3629,Opened by  17,8/3/2016 14:43,Created by 10,8/3/2016 14:48,Updated by 44,8/3/2016 14:48,Phone,Location 204,Category 61,Subcategory 164,Symptom 114,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 74,Resolver 137,True,False,Do Not Notify,?,?,?,?,code 8,User_123,14-03-2016 10:38,24-03-2016 18:50,Moderate
INC0004363,Active,True,0,0,0,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 135,8/3/2016 15:04,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_126,15-03-2016 12:18,24-03-2016 18:59,Moderate
INC0004364,Active,True,0,0,0,True,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 135,8/3/2016 14:49,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_53,10/3/2016 14:59,24-03-2016 18:50,Moderate
INC0004365,Awaiting User Info,True,0,0,0,True,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 129,8/3/2016 15:01,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,User_170,11/3/2016 1:54,24-03-2016 18:50,Moderate
INC0004367,Active,True,0,0,0,True,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 135,8/3/2016 14:58,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,User_197,10/3/2016 17:07,24-03-2016 18:50,Moderate
INC0004368,Awaiting User Info,True,0,0,0,True,Caller 2833,Opened by  17,8/3/2016 14:53,Created by 10,8/3/2016 15:00,Updated by 44,8/3/2016 15:00,Phone,Location 204,Category 45,Subcategory 200,Symptom 143,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 237,True,False,Do Not Notify,?,?,?,?,code 6,User_216,21-03-2016 15:19,26-03-2016 15:59,Moderate
INC0004370,New,True,0,0,0,True,Caller 1826,Opened by  108,8/3/2016 14:56,?,?,Updated by 908,8/3/2016 14:56,Phone,Location 161,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 24,?,True,False,Do Not Notify,?,?,?,?,code 6,User_151,8/3/2016 16:54,24-03-2016 18:41,Moderate
INC0004371,New,True,0,0,0,True,Caller 1975,Opened by  108,8/3/2016 14:57,Created by 52,8/3/2016 15:01,Updated by 214,8/3/2016 15:01,Phone,Location 161,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 24,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 6,User_81,8/3/2016 16:50,24-03-2016 18:41,Moderate
